Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNQ_M_R
4024,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4025,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4026,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4027,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4028,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4029,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4030,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4031,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4032,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4033,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4034,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4035,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4036,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4037,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4038,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4039,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4040,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4041,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4042,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4043,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4044,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4045,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4046,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4047,Grassland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4048,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4049,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4050,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4051,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4052,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
4053,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4054,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4055,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4056,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4057,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4062,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4063,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4064,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4065,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4066,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4067,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4068,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4069,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4070,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4071,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4072,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4073,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4074,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4075,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4076,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4077,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4078,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4079,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4080,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4081,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4082,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4083,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4084,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4085,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4086,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4087,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4088,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4089,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4090,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4091,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4092,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4093,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4094,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4095,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4096,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4097,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4098,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4099,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
4100,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4101,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4102,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4103,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4104,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4105,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,NULL,Forest
4106,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4107,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4108,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4109,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4110,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4111,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4112,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4113,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4114,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4115,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4116,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4117,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4118,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4119,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4120,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4121,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4122,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4123,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4124,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4125,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4126,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4127,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4128,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4129,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4130,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4131,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4132,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4133,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4134,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4135,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4136,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4137,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4138,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4139,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4140,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4141,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4145,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4146,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4147,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
4148,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4149,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4150,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4151,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4152,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4153,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4154,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4155,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4156,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4157,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4158,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4159,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
4160,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
4161,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4162,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4163,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4164,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4165,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4166,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4167,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4168,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4169,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4170,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4171,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4172,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4173,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4174,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4175,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4176,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4177,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4178,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4179,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4180,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4181,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4182,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4183,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4184,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4185,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4186,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4187,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4188,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4189,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4190,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
4191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4225,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4226,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4227,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4228,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4229,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4230,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4231,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4232,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4233,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4234,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4235,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4236,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4237,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4238,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4239,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4240,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4241,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4242,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4243,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4244,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4245,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4246,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4247,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4248,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4249,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4250,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4251,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4252,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4253,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4254,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4255,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4256,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4257,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4258,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4259,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4260,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4261,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4262,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4263,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4264,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4265,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4266,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4267,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4268,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4269,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4270,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4271,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4272,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4273,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4274,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4275,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4276,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4277,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4278,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4279,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4280,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4281,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4282,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4283,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4284,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4285,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4286,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4287,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4288,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4289,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4290,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4291,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4292,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4293,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
4294,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4295,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4296,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4297,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4298,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4299,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4300,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4301,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4302,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4303,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4304,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4305,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4306,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4307,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4308,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4309,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4310,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4311,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4312,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4313,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4314,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4315,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4316,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4317,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4318,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4319,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4320,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4321,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4322,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4323,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4324,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4325,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4326,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4327,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4328,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4329,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4330,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4331,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4332,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4333,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
4334,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4335,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
4336,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
4337,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
4338,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4339,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
