Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPJ_M_R
10124,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10125,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
10126,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
10127,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10128,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10129,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10130,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10131,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10132,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10133,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10134,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10135,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10136,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10137,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10138,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10139,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10140,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
10141,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10142,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
10143,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10144,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10145,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10146,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10147,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10148,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10149,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10150,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
10151,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10152,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10153,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10154,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
10155,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10156,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10157,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10158,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10159,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10160,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10161,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
10162,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
10163,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
10164,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10165,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
10166,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10167,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10168,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10169,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
10170,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10171,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10172,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
10173,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10174,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
10175,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10176,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10177,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10178,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
10179,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10180,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
10181,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
10182,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10183,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
10184,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10185,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10186,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10187,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10188,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10189,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
10190,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10191,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
10192,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10193,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
10194,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
10195,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
10196,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10197,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
10198,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
10199,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
10200,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
10201,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10202,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10203,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10204,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10205,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10206,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
10207,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10208,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10209,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10210,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10211,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10212,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10213,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10214,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
10215,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10216,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10217,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10218,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10219,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10220,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
10221,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10222,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10223,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10224,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
10225,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
10226,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10227,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
10228,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10229,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10230,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10231,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10232,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10233,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10234,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
10235,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10236,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10237,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
10238,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
10239,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
10240,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
10241,Forest,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
10242,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
10243,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
10244,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
10245,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
10246,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
10247,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
10248,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
10249,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
10250,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
10251,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
10252,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
10253,Forest,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Water
10254,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
10255,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
10256,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
10257,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
10258,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
10259,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
10260,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
10261,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
10262,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
10263,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Forest
10264,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
10265,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Wetland
10266,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
10267,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10268,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10269,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10270,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10271,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10272,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10273,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
10274,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10275,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10276,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10277,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10278,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10279,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10280,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10281,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10282,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10283,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10284,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10285,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10286,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10287,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10288,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10289,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10290,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10291,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10292,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
10293,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10294,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
10295,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
10296,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10297,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
10298,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
10299,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
10300,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10301,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10302,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
10303,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10304,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10305,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
10306,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10307,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
10308,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10309,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
10310,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10311,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
10312,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
10313,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
10314,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
10315,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
10316,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
10317,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
10318,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
10319,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
10320,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
10321,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
10322,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
10323,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
10324,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10325,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10326,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10327,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10328,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10329,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
10330,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
10331,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
10332,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
10333,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
10334,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
10335,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
10336,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
10337,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10338,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
10339,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
10340,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
10341,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
10342,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
10343,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
10344,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
10345,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
10346,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
10347,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
10348,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
10349,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
10350,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
10351,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
10352,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
10353,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
10354,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
10355,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
10356,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
10357,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
10358,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
10359,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
10360,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
10361,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
10362,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
10363,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
10364,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10365,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
10366,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
10367,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10368,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
10369,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10370,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
10371,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10372,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10373,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
10374,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
10375,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Water
10376,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
10377,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
10378,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10379,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
10380,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
10381,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
10382,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10383,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10384,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10385,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
10386,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10387,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10388,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
10389,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
10390,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
10391,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10392,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
10393,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10394,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
10395,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10396,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
10397,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
10398,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
10399,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
10400,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
10401,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
10402,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
10403,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
10404,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
10405,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Water
10406,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
10407,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
10408,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
10409,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10410,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
10411,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
10412,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
10413,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
10414,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
10415,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
10416,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
10417,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
10418,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
10419,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
10420,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
10421,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
10422,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
10423,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10424,Forest,NULL,Wetland,Water,Wetland,Forest,Grassland,Forest
10425,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10426,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10427,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10428,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10429,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
10430,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
10431,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10432,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10433,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10434,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
10435,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10436,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10437,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
10438,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
10439,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10440,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10441,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10442,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
10443,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10444,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10445,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10446,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
10447,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10448,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,NULL
10449,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
10450,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
10451,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
10452,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
10453,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10454,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
10455,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
10456,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
10457,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
10458,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
10459,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
10460,Forest,NULL,Water,NULL,Water,Grassland,Water,Water
10461,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
10462,Forest,NULL,Water,NULL,Water,Grassland,Forest,NULL
10463,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
10464,Forest,NULL,Water,NULL,Water,Grassland,Forest,Wetland
