Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDQ_M_R
2380,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2381,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2382,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2383,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2384,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2385,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2386,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2387,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2388,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2389,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2390,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
2391,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,NULL
2392,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2393,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
2394,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2395,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2396,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2397,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2398,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Wetland
2399,Grassland,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
2400,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2401,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2402,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2403,Grassland,NULL,Water,NULL,Water,Water,Grassland,Wetland
2404,Grassland,NULL,Water,NULL,Water,Water,Forest,Wetland
2405,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2406,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
2407,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2408,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2409,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2410,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2411,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
2412,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
2413,Grassland,NULL,Water,Water,Water,Cropland,Grassland,Grassland
2414,Grassland,NULL,Water,Water,Water,Cropland,Grassland,Wetland
2415,Grassland,NULL,Water,Water,Water,Cropland,Grassland,Water
2416,Grassland,NULL,Water,Water,Water,Cropland,Water,Wetland
2417,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2418,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2419,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2420,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
2421,Grassland,NULL,Water,Water,Water,Wetland,Forest,Wetland
2422,Grassland,NULL,Water,Water,Water,Water,Water,Water
2423,Grassland,NULL,Water,Water,Water,Forest,Wetland,Water
2424,Grassland,NULL,Water,Water,Water,Forest,Water,Water
2425,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2426,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2427,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2428,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2429,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2430,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2431,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2432,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2433,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2434,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2435,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2436,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2437,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2438,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2439,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2440,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2441,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2442,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2443,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2444,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2445,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2446,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2447,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2448,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2449,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2450,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2451,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2452,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2453,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2454,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2455,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2456,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2457,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2458,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2459,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2460,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2461,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2462,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2463,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2464,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2465,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2466,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2467,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2468,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2469,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2470,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
2471,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2472,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2473,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2474,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2475,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2476,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2477,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2478,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2479,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2480,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2481,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2482,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2483,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2484,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2485,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2486,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2487,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2488,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2489,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2490,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2491,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2492,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2493,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2494,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2495,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2496,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2497,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2498,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2499,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
2500,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2501,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2502,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2503,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2504,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2505,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2506,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2507,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2508,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
2509,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
2510,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
2511,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2512,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
2513,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
2514,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2515,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
2516,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Water
2517,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2518,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
2519,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2520,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2521,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2522,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
2523,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2524,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2525,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2526,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Grassland
2527,Grassland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
2528,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2529,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2530,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2531,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2532,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
2533,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2534,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
2535,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
2536,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Water
2537,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2538,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2539,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2540,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2541,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2542,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2543,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2544,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2545,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2546,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2547,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2548,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2549,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2550,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2551,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2552,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2553,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2554,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2555,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2556,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2557,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
2558,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Water
2559,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2560,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2561,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2562,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2563,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2564,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2565,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2566,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2567,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2568,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2569,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2570,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2571,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2572,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2573,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2574,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2575,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2576,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2577,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2578,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2579,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2580,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2581,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2582,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2583,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2584,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2585,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2586,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2587,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2588,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
2589,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2590,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2591,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2592,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2593,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2594,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2595,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2596,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2597,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2598,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2599,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2600,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2601,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2602,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2603,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2604,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2605,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2606,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2607,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2608,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2609,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2610,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2613,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2614,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2615,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2616,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2617,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2618,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2619,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2620,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2621,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2622,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2623,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2624,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2625,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2626,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2627,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2628,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2629,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2630,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2631,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2632,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2637,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2639,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2640,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2641,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2642,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2643,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2644,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2645,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2652,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2655,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2657,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
2658,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2659,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2660,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2661,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2662,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2663,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2664,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
2665,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2666,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2667,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2668,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
2669,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Water
2670,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2671,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2672,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2673,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2674,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2675,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2676,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2677,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2678,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2679,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2680,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2681,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2682,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2683,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2684,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
