Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWB_M_R
356,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
357,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
358,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
359,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
360,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
361,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
363,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
364,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
365,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
366,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
367,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
368,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
369,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
370,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
371,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
372,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
373,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
375,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
376,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
377,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
379,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
381,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
382,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
383,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
384,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
387,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
389,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
390,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
391,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
392,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
393,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
394,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
395,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
396,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
397,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
398,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
399,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
400,Forest,Forest,Water,Water,Water,NULL,NULL,Water
401,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
402,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
403,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
405,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
406,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
407,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
408,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
410,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
411,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
412,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
413,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
