Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNT_M_R
16472,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
16473,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
16474,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
16475,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
16476,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16477,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
16478,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16479,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
16480,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16481,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16482,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
16483,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16484,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
16485,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
16486,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16487,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
16488,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
16489,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
16490,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
16491,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16492,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
16493,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
16494,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
16495,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
16496,Water,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16497,Water,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16498,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
16499,Water,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
16500,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
16501,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
16502,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
16503,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
16504,Water,Cropland,Wetland,Water,Wetland,Wetland,Bareland,Wetland
16505,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
16506,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Cropland
16507,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
16508,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
16509,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Grassland
16510,Water,Cropland,Wetland,Water,Wetland,Wetland,Forest,Wetland
16511,Water,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16512,Water,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
16513,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
16514,Water,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
16515,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
16516,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
16517,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
16518,Water,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
16519,Water,Cropland,Wetland,Water,Wetland,Water,Bareland,Wetland
16520,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
16521,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
16522,Water,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
16523,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16524,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16525,Water,Cropland,Bareland,Water,Non_Wetland,Forest,Water,Wetland
16526,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
16527,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
16528,Water,Cropland,Water,Non_Water,Water,Bareland,Water,Wetland
16529,Water,Cropland,Water,Non_Water,Water,Water,Water,Wetland
16530,Water,Cropland,Water,Water,Water,NULL,Wetland,Wetland
16531,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
16532,Water,Cropland,Water,Water,Water,Wetland,Water,Water
16533,Water,Cropland,Water,Water,Water,Bareland,Water,Grassland
16534,Water,Cropland,Water,Water,Water,Water,Water,Wetland
16535,Water,Cropland,Water,Water,Water,Water,Water,Water
16536,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16537,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16538,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
16539,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
16540,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16541,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16542,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16543,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
16544,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16545,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
16546,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16547,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16548,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16549,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
16550,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
16551,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16552,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16553,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16554,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16555,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
16556,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
16557,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16558,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
16559,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16560,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
16561,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
16562,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
16563,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16564,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16565,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16566,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
16567,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16568,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
16569,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
16570,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16571,Water,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16572,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
16573,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16574,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16575,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16576,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
16577,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16578,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16579,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
16580,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
16581,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
16582,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
16583,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
16584,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
16585,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
16586,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
16587,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
16588,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16589,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16590,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
16591,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
16592,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
16593,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
16594,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16595,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16596,Water,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16597,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16598,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16599,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16600,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16601,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
16602,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16603,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16604,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
16605,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16606,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
16607,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
16608,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16609,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
16610,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
16611,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16612,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
16613,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
16614,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
16615,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
16616,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
16617,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
16618,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
16619,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
16620,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
16621,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
16622,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16623,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
16624,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
16625,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
16626,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16627,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16628,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16629,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16630,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
16631,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16632,Water,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16633,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16634,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16635,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16636,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16637,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
16638,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16639,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16640,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16641,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16642,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16643,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16644,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16645,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
16646,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
16647,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16648,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16649,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
16650,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
16651,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
16652,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
16653,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
16654,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
16655,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16656,Water,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
16657,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
16658,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16659,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
16660,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
16661,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16662,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16663,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
16664,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
16665,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16666,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16667,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
16668,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
16669,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16670,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
16671,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
16672,Water,Wetland,Grassland,Water,Non_Wetland,Forest,Grassland,Wetland
16673,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16674,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16675,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16676,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16677,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16678,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
16679,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
16680,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16681,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16682,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16683,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16684,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16685,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
16686,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16687,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
16688,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16689,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16690,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
16691,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
16692,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16693,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16694,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16695,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
16696,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
16697,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
16698,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
16699,Water,Wetland,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
16700,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
16701,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
16702,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
16703,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
16704,Water,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
16705,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
16706,Water,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16707,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16708,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
16709,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
16710,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16711,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
16712,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
16713,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
16714,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
16715,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
16716,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
16717,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
16718,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
16719,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
16720,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
16721,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
16722,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16723,Water,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16724,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16725,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16726,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
16727,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
16728,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
16729,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16730,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
16731,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Bareland,Bareland
16732,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16733,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16734,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Built-up
16735,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
16736,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16737,Water,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16738,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16739,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
16740,Water,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16741,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16742,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
16743,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
16744,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
16745,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
16746,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16747,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
16748,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
16749,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
16750,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
16751,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
16752,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
16753,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
16754,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
16755,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
16756,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Water
16757,Water,Wetland,Wetland,NULL,Wetland,Cropland,Bareland,Wetland
16758,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
16759,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
16760,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Bareland
16761,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Water
16762,Water,Wetland,Wetland,NULL,Wetland,Cropland,Forest,Water
16763,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
16764,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
16765,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16766,Water,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16767,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
16768,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
16769,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
16770,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
16771,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
16772,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16773,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16774,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
16775,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16776,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
16777,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
16778,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16779,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
16780,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
16781,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
16782,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
16783,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Cropland
16784,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
16785,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
16786,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
16787,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
16788,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16789,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
16790,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
16791,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
16792,Water,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
16793,Water,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
16794,Water,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
16795,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16796,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
16797,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
16798,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16799,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
16800,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
16801,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
16802,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
16803,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
16804,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
16805,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
16806,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
16807,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
16808,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
16809,Water,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
