Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKE_M_R
12357,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12363,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12364,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12371,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12372,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12373,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12374,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12375,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12376,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12377,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12378,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12379,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12380,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12381,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12382,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12383,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12384,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12385,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12386,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12387,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12388,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12389,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12390,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12391,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12392,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12393,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12394,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12395,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12396,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12397,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12398,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
12399,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12400,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12401,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12402,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12403,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12404,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12405,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12406,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12407,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12408,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12409,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12410,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12411,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12412,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12413,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12414,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12415,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12416,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12417,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12418,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
12419,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12420,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12421,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12422,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12423,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12424,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12425,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12426,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12427,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12428,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12429,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12430,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12431,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12432,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12433,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
12434,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12435,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12436,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12437,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12438,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12439,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12440,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12441,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
12442,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12443,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
12444,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
12445,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12446,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12447,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12448,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12449,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12450,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12451,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12452,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12453,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12454,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12455,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
12456,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12457,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12458,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12459,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12460,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12461,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12463,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
12464,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12465,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12466,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12467,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12468,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12469,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12470,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12471,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12472,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12473,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12474,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12475,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12476,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12477,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12478,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12479,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
12480,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12481,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12482,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12483,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12484,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12485,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12486,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12487,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12488,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12489,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12490,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12491,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12492,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12493,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12494,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
12495,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12496,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12497,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
12498,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12499,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12500,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12501,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12502,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
12503,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12504,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12505,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12506,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
12507,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12508,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
12509,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12510,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
12511,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12512,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
12513,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12514,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
12515,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12516,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12517,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12518,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12519,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12520,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12521,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12522,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12523,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12524,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
12525,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12526,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12527,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12528,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12529,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12530,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12531,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12532,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12533,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12534,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12535,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12536,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12537,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12538,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12539,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
12540,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12541,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12542,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12543,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12544,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12545,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
12546,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12547,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12548,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12549,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12550,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12551,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12552,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
12553,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12554,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12555,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12556,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12557,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12558,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12559,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12560,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12561,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12562,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12563,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12564,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12565,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
12566,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12567,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12568,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12569,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12570,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12571,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12572,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12573,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12574,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
12575,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12576,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12577,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12578,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
12579,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12580,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12581,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
12582,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
12583,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12584,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12585,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
12586,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
12587,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12588,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12589,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
12590,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
12591,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12592,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12593,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
12594,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12595,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12596,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
12597,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12598,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
12599,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12600,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Built-up
12601,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
12602,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12603,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12604,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12605,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12606,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12607,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12608,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12609,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12610,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12611,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12612,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12613,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
12614,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
12615,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12616,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12617,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12618,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12619,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12620,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12621,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
12622,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12623,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12624,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
12625,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12626,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12627,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12628,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12629,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12630,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
12631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
12633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
12634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
12640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
12641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12642,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12643,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
12644,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
12645,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
12646,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12647,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
12648,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12649,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12650,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
12651,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
12652,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12653,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
12654,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
12655,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12656,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
12657,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
12658,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12659,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
12660,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
12661,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12662,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Water
12663,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
12664,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
12665,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
12666,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12667,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
12668,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12669,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
12670,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
12671,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12672,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12673,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12674,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12675,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12676,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
12677,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12678,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12679,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
