Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQM_M_R
11158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11160,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11161,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11162,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11163,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11164,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11165,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11166,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11167,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11171,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11172,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11173,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11174,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11175,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11176,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11177,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11178,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11210,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
11211,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11212,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11213,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
11214,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11215,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11216,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11217,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11218,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11219,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11220,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11221,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11222,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11223,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11224,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11225,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11226,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11227,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11228,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11229,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11230,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11231,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11232,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11233,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11234,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11235,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11236,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11237,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11238,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11239,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11240,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11241,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11242,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11243,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11244,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11245,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11246,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11247,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11248,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11249,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11250,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11251,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11252,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11253,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11254,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11255,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11256,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
11257,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11258,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11259,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
11260,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11261,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11262,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11263,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11264,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11265,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11266,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
11267,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Cropland
11268,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
11269,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11270,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11271,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
11272,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
11273,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
11274,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11275,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
11276,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11277,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11278,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11279,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11280,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11281,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11282,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
11283,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11284,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11285,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11286,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11287,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
11288,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11289,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11290,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11291,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
11292,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11293,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
11294,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11295,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11296,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11297,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11298,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11299,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11300,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11301,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11302,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11303,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11304,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11305,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11306,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11307,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
11308,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11309,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11310,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11311,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11312,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11313,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11314,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11315,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11316,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11317,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11318,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11319,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11320,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11321,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11322,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11323,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11324,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11325,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11326,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11327,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11328,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11329,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11330,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11331,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11332,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11333,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11334,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11335,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11336,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
11337,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11338,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11339,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11340,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11341,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
11342,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11343,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11344,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11345,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11346,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11347,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11348,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11349,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11350,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11351,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11352,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11353,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11354,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11355,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11356,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11357,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11358,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11359,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11360,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11361,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11362,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11363,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11364,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11365,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11366,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11367,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11368,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11369,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11370,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11371,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
11372,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11373,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11374,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11375,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11376,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11377,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
11378,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
11379,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11380,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11381,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11382,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11383,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11384,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
11385,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11386,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11387,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
11388,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11389,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11390,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11391,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
11392,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11393,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11394,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11395,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
11396,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11397,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11398,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11399,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
11400,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11401,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11402,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11403,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11404,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11405,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
11406,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
11407,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
11408,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
11409,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
11410,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
11411,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11412,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11413,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
11414,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11415,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11416,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
11417,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11418,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11419,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11420,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11421,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11422,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11423,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11424,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11425,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11426,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11427,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11428,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11429,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11430,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
11431,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11432,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11433,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11434,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
11435,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11436,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
11437,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
11438,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
11439,Forest,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
11440,Forest,Built-up,Water,NULL,Water,Bareland,Forest,Forest
11441,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11442,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11443,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11444,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11445,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11446,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11447,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11448,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11449,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11450,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11451,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
11452,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11453,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11454,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11455,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
11456,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
11457,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11458,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11459,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
11460,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11462,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11463,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
11464,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11465,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11466,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11467,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
11468,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11469,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
11470,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11471,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
11472,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
