Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
8411,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8412,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8413,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8414,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8415,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
8416,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8417,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
8418,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8419,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8420,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
8421,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
8422,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8423,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
8424,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8425,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8426,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8427,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
8428,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8429,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8430,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8431,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
8432,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8433,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
8434,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8435,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
8436,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
8437,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
8438,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
8439,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Cropland
8440,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
8441,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
8442,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
8443,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
8444,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
8445,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
8446,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
8447,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
8448,Wetland,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
8449,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,NULL
8450,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8451,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8452,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
8453,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
8454,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
8455,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
8456,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
8457,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
8458,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
8459,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Cropland
8460,Wetland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
8461,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
8462,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Cropland
8463,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
8464,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
8465,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
8466,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
8467,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8468,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
8469,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
8470,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
8471,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8472,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8473,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8474,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8475,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,NULL,Grassland
8476,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Water
8477,Wetland,Wetland,Water,NULL,Water,NULL,Water,Water
8478,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
8479,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
8480,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
8481,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
8482,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
8483,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
8484,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Cropland
8485,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
8486,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
8487,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
8488,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
8489,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
8490,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
8491,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
8492,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
8493,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Cropland
8494,Wetland,Wetland,Water,Non_Water,Water,Water,NULL,Water
8495,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,NULL
8496,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
8497,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Cropland
8498,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
8499,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
8500,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
8501,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
8502,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
8503,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Water
8504,Wetland,Wetland,Water,Water,Water,NULL,Wetland,NULL
8505,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Grassland
8506,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
8507,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Forest
8508,Wetland,Wetland,Water,Water,Water,NULL,Water,Grassland
8509,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
8510,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
8511,Wetland,Wetland,Water,Water,Water,NULL,Water,Forest
8512,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
8513,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
8514,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
8515,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
8516,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
8517,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
8518,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
8519,Wetland,Wetland,Water,Water,Water,Water,NULL,Cropland
8520,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
8521,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
8522,Wetland,Wetland,Water,Water,Water,Water,Wetland,Cropland
8523,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
8524,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
8525,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
8526,Wetland,Wetland,Water,Water,Water,Water,Water,Cropland
8527,Wetland,Wetland,Water,Water,Water,Water,Water,Water
8528,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
8529,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Water
8530,Wetland,Wetland,Water,Water,Water,Forest,Wetland,Forest
8531,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8532,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8533,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8534,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8535,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8536,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8537,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8538,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8539,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8540,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8541,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8542,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8543,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8544,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8545,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8546,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
8547,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8548,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8549,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8550,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8551,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8552,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8553,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8554,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8555,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8556,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8557,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8558,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8559,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8560,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8561,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8562,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8563,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8564,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
8565,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8566,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8567,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8568,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8569,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8570,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8571,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8572,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8573,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8574,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8575,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8576,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8577,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8578,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,NULL
8579,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
8580,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
8581,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
8582,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
8583,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
8584,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8585,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Cropland
8586,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8587,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8588,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8589,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8590,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
8591,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
8592,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Cropland
8593,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
8594,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
8595,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
8596,Wetland,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
8597,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
8598,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
8599,Wetland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8600,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8601,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
8602,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,Water,Wetland
8603,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8604,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8605,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
8606,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8607,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8608,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8609,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Wetland
8610,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8611,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Water
8612,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8613,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8614,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8615,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8616,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8617,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
8618,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8619,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8620,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8621,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
8622,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8623,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
8624,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8625,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8626,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8627,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8628,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8629,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8630,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8631,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
8632,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8633,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
8634,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8635,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8636,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8637,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8638,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
8639,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8640,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8641,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8642,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8643,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8644,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8645,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8646,Wetland,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8647,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8648,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8649,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8650,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8651,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8652,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8653,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8654,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8655,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8656,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8657,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
8658,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8659,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8660,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8661,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8662,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8663,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8664,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
8665,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8666,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8667,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8668,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8669,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8670,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8671,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8672,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8673,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
8674,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Water
8675,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
8676,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8677,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8678,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
8679,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
8680,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8681,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8682,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
8683,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
8684,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8685,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
8686,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8687,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8688,Wetland,Water,Wetland,Water,Wetland,Water,Water,Cropland
8689,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
8690,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
8691,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
8692,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8693,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
8694,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
8695,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
8696,Wetland,Water,Water,NULL,Water,Wetland,Water,Forest
8697,Wetland,Water,Water,NULL,Water,Water,Water,Water
8698,Wetland,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
8699,Wetland,Water,Water,Non_Water,Water,NULL,Water,Water
8700,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
8701,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
8702,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
8703,Wetland,Water,Water,Water,Water,NULL,Wetland,Grassland
8704,Wetland,Water,Water,Water,Water,NULL,Wetland,Water
8705,Wetland,Water,Water,Water,Water,NULL,Wetland,Forest
8706,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
8707,Wetland,Water,Water,Water,Water,NULL,Water,Water
8708,Wetland,Water,Water,Water,Water,Wetland,Wetland,Grassland
8709,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
8710,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
8711,Wetland,Water,Water,Water,Water,Wetland,Water,Water
8712,Wetland,Water,Water,Water,Water,Water,NULL,Water
8713,Wetland,Water,Water,Water,Water,Water,Wetland,Water
8714,Wetland,Water,Water,Water,Water,Water,Water,Water
8715,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8716,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8717,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
8718,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8719,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8720,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8721,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8722,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8723,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8724,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8725,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8726,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8727,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8728,Wetland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8729,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8730,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8731,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8732,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
8733,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8734,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8735,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8736,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8737,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
8738,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8739,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8740,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8741,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8742,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8743,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
8744,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8745,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8746,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8747,Wetland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8748,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
8749,Wetland,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
8750,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8751,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8752,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8753,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8754,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8755,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
8756,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
8757,Wetland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
8758,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8759,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
