Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZQ_M_R
8760,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8761,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8762,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8763,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8764,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8765,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8766,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8767,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8768,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8769,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
8770,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8771,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8772,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
8773,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
8774,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
8775,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
8776,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
8777,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Cropland
8778,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
8779,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
8780,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
8781,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
8782,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8783,Wetland,Forest,Water,Water,Water,Water,Wetland,Water
8784,Wetland,Forest,Water,Water,Water,Water,Water,Water
8785,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8786,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8787,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
8788,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8789,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8790,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8791,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8792,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8793,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8794,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8795,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8796,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
8797,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8798,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8799,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8800,Bareland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
8801,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8802,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8803,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8804,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8805,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8808,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8809,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8810,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8811,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8812,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8813,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
8814,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
8815,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8816,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8817,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8818,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8819,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8820,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8821,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8822,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8823,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8824,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8825,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8826,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8827,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8828,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8829,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8830,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8831,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8832,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8833,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8834,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8835,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8836,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
8837,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
8838,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Water
8839,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
8840,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8841,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8842,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8843,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8844,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8845,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8846,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
8847,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8848,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8849,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
8850,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
8851,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
8852,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Water
8853,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
8854,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
8855,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8856,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
8857,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8858,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
8859,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
8860,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
8861,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
8862,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Grassland
8863,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Bareland
8864,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Bareland,Water
8865,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Water
8866,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
8867,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
8868,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
8869,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8870,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
8871,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
8872,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
8873,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Water,Bareland
8874,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8875,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8876,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
8877,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
8878,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8879,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
8880,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
8881,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8882,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8883,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
8884,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8885,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
8886,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
8887,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
8888,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
8889,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
8890,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
8891,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Bareland
8892,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
8893,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Bareland
8894,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Grassland
8895,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
8896,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Bareland,Water
8897,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
8898,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
8899,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
8900,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8901,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8902,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8903,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8904,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
8905,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
8906,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8907,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8908,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8909,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
8910,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8911,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
8912,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8913,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
8914,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
8915,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8916,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
8917,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
8918,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
8919,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
8920,Bareland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Bareland
8921,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
8922,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
8923,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Bareland
8924,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Water
8925,Bareland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Grassland
8926,Bareland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Bareland
8927,Bareland,NULL,Wetland,Water,Wetland,Cropland,Bareland,Water
8928,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
8929,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
8930,Bareland,NULL,Wetland,Water,Wetland,Cropland,Water,Water
8931,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8932,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8933,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
8934,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
8935,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
8936,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
8937,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8938,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8939,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8940,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8941,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8942,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8943,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
8944,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
8945,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
8946,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
8947,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
8948,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
8949,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8950,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Water
8951,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
8952,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
8953,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8954,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
8955,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
8956,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8957,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8958,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
8959,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Built-up
8960,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
8961,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
8962,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Water
8963,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Grassland
8964,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Bareland
8965,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Water,Water
8966,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8967,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8968,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8969,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
8970,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
8971,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Built-up
8972,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland,NULL,Bareland
8973,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland,Bareland,Grassland
8974,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland,Water,Bareland
8975,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
8976,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8977,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
8978,Bareland,NULL,Water,Non_Water,Water,Cropland,Bareland,Grassland
8979,Bareland,NULL,Water,Non_Water,Water,Bareland,Water,Water
8980,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
8981,Bareland,NULL,Water,Water,Water,Cropland,NULL,Grassland
8982,Bareland,NULL,Water,Water,Water,Cropland,NULL,Water
8983,Bareland,NULL,Water,Water,Water,Cropland,Bareland,Grassland
8984,Bareland,NULL,Water,Water,Water,Cropland,Bareland,Water
8985,Bareland,NULL,Water,Water,Water,Cropland,Water,Water
8986,Bareland,NULL,Water,Water,Water,Bareland,NULL,Grassland
8987,Bareland,NULL,Water,Water,Water,Bareland,NULL,Bareland
8988,Bareland,NULL,Water,Water,Water,Bareland,Water,Grassland
8989,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
8990,Bareland,NULL,Water,Water,Water,Water,Water,Grassland
8991,Bareland,NULL,Water,Water,Water,Water,Water,Water
8992,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8993,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8994,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8995,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8996,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8997,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8998,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8999,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9000,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9001,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9002,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9003,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9004,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9005,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9006,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9007,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9008,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9009,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
9010,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9011,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9012,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9013,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9014,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9015,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9016,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9017,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9018,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9019,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9020,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9021,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
9022,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9023,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9024,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9025,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9026,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9027,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9028,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9029,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9030,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9031,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9032,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9033,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9034,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9035,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9036,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9037,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9038,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9039,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9040,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9041,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9042,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9043,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9044,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9047,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9048,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9049,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9050,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9051,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9052,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9053,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9054,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9055,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9056,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9057,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9058,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9059,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9060,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9061,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
9062,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9063,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
9064,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9065,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9066,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9067,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9068,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9069,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9070,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9071,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9072,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9073,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9074,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9075,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
9076,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
9077,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9078,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9079,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9080,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
9081,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
9082,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
