Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPM_M_R
12034,Forest,Built-up,Water,NULL,Water,Built-up,Shrubland,Forest
12035,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
12036,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
12037,Forest,Built-up,Water,NULL,Water,Built-up,Wetland,Forest
12038,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12039,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12040,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12041,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12042,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12043,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12044,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12045,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12046,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12047,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12048,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12049,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12050,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12051,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12052,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12053,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12054,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12055,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
12056,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12057,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
12058,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12059,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12060,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12061,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12062,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12063,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12064,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12065,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12066,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12067,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12068,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12069,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
12070,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12071,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12072,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12073,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12074,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12075,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12076,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12077,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
12078,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
12079,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12080,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12081,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12082,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12083,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12084,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12085,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12086,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12087,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12088,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12089,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12090,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
12091,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12092,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12093,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12094,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12095,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12096,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12097,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12098,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12099,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12100,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12101,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12102,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12103,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12104,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
12105,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12106,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12107,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12108,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12109,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12110,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12111,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12112,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12113,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12114,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12115,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
12116,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12117,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12118,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12119,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12120,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12121,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12122,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12123,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
12124,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
12125,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
12126,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
12127,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
12128,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12129,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12130,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12131,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12132,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12133,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12134,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12135,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12136,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12137,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12138,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12139,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12140,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12141,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12142,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12143,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12144,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
12145,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12146,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12147,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12148,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12149,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12150,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
12151,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
12152,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12153,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
12154,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12155,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12156,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
12157,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
12158,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12159,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12160,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12161,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12162,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12163,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12164,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12165,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12166,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12167,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12168,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12169,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12170,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12171,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12172,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12173,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
12174,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
12175,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12176,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12177,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12178,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
12179,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12180,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12181,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12182,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12183,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12184,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
12185,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12186,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12187,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12188,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12189,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
12190,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12191,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12192,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12193,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12194,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12195,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12196,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12197,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12198,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12199,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12200,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12201,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12202,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12203,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
12204,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
12205,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
12206,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12207,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12208,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
12209,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
12210,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12211,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12212,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12213,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
12214,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
12215,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
12216,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12217,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12218,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12219,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12220,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12221,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12222,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
12223,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12224,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12225,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12226,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12227,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
12228,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
12229,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12230,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
12231,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12232,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
12233,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
12234,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
12235,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
12236,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
12237,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
12238,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
12239,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
12240,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
12241,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
12242,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
12243,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
12244,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
12245,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
12246,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12247,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
12248,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
12249,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
12250,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12251,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12252,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
12253,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12254,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12255,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12256,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12257,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12258,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12259,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12260,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12261,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12262,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
12263,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12264,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12265,Forest,Water,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12266,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12267,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12268,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12269,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12270,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12271,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
12272,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
12273,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12274,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12275,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12276,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12277,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12278,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12279,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12280,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
12281,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
12282,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12283,Forest,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12284,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
12285,Forest,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
12286,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12287,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
12288,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
12289,Forest,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12290,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
12291,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
12292,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
12293,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12294,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
12295,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12296,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12297,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
12298,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12299,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12300,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12301,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12302,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12303,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12304,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
12305,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12306,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12307,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12308,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
12309,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12310,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
12311,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
12312,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12313,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
12314,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
12315,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
12316,Forest,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
12317,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
12318,Forest,Water,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
12319,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12320,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12321,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12322,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12323,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12324,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12325,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12326,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12327,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12328,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12329,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12330,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12331,Forest,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12332,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12333,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12334,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12335,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12336,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
12337,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
12338,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
12339,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12340,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12341,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12342,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12343,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12344,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12345,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12346,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
12347,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12348,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12349,Forest,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12350,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12351,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12352,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12353,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
12354,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
12355,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
12356,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12357,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12358,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12359,Forest,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12360,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12361,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12362,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12363,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12364,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
12365,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
12366,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12367,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
12368,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
12369,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
