Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXC_M_R
16312,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
16313,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
16314,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
16315,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
16316,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Water
16317,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
16318,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
16319,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
16320,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
16321,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
16322,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
16323,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
16324,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16325,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16326,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
16327,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16328,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16329,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16330,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16331,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
16332,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
16333,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
16334,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
16335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16336,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
16337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
16338,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
16339,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
16340,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16341,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16342,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16343,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16344,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16345,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16346,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16347,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16348,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16349,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16350,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16351,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16352,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16353,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16354,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16355,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
16356,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16357,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
16361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16362,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16363,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16364,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16371,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
16372,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
16373,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
16374,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16375,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
16376,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
16377,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16378,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
16379,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16380,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16381,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16382,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
16383,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16384,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
16385,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16386,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
16387,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16388,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16389,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
16390,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
16391,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
16392,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
16393,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16394,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16395,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16396,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
16397,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16398,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16399,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
16400,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16401,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16402,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16403,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16404,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
16405,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16406,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
16407,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16408,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
16409,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16410,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16411,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
16412,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
16413,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
16414,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16415,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16416,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
16417,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
16418,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
16419,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
16420,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
16421,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16422,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16423,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16424,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16425,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16426,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16427,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16428,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16429,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16431,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16433,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
16434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16435,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16437,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
16439,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16440,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16441,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
16443,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
16444,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16445,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16446,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16447,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
16448,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16449,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
16450,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16451,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16452,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16453,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16454,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16455,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16456,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
16457,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16458,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16459,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16460,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
16461,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16462,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16463,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16464,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16465,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16466,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16467,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16468,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16469,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16470,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16471,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16472,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16473,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16474,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16475,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16476,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16477,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16478,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16479,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
16480,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Water
16481,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16482,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16483,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16484,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
16485,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
16486,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16487,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16488,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16489,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
16490,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
16491,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
16492,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16493,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
16494,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
16495,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
16496,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16497,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16498,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
16499,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
16500,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16501,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16502,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16503,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16504,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
16505,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16506,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16507,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16508,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16509,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16510,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16511,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16512,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16513,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16514,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16515,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16516,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16517,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16518,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16519,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16520,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16521,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
16522,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16523,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
16524,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16525,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
16526,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
16527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
16528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
16530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
16532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
16533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16535,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16536,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
16537,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
16538,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16539,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16540,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
16541,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16542,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16543,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16544,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16545,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
16546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16547,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16548,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16549,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16550,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16551,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16552,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
16553,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16554,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16555,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16556,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16557,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
16558,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
16559,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16560,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16561,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
16562,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
16563,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16564,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16565,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16566,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16568,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16570,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16571,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
16572,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16573,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16574,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
16575,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
16576,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16577,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16578,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16579,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
16580,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16581,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16582,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
16583,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16584,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
16585,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16586,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
16587,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16588,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16589,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16590,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16591,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16592,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16593,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
16594,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16595,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16596,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16597,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16598,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16599,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16600,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16601,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
16602,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16603,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16604,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16605,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16606,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16607,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16608,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
16609,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16610,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16611,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16612,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16613,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16614,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
16615,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16616,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16617,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16618,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16619,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16620,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
16621,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16622,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
16623,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16624,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16625,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16626,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16627,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16628,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16629,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16630,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16631,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16632,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
16633,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
