Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMP_M_R
7122,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7123,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7124,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7125,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7126,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7127,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7128,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7129,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
7130,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7131,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7132,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7133,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7134,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7135,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7136,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7137,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
7138,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7139,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
7140,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7141,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
7142,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7143,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7144,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7145,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7146,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7147,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7148,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7149,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7150,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7151,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7152,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7153,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7154,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
7155,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7156,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7157,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7158,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7159,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7160,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7161,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Bareland
7162,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
7163,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Forest
7164,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7165,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7166,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
7167,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7168,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7169,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
7170,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7171,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
7172,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
7173,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7174,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7175,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7176,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
7177,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
7178,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
7179,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7180,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Water
7181,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7182,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
7183,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7184,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
7185,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7186,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
7187,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
7188,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
7189,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7190,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
7191,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
7192,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
7193,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7194,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7195,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
7196,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
7197,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
7198,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
7199,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Bareland
7200,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7201,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7202,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
7203,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7204,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
7205,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7206,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
7207,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
7208,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7209,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
7210,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7211,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7212,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7213,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7214,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7215,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
7216,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7217,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
7218,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
7219,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7220,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
7221,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7222,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
7223,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7224,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7225,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
7226,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7227,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7228,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7229,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7230,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7231,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7232,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
7233,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7234,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7235,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7236,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7237,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
7238,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
7239,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7240,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7241,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
7242,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
7243,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7244,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
7245,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7246,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Water
7247,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7248,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7249,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7250,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7251,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
7252,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7253,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7254,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
7255,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7256,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7257,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
7258,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7259,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
7260,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
7261,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
7262,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
7263,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7264,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
7265,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7266,Water,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7267,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
7268,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Bareland
7269,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
7270,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
7271,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7272,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
7273,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7274,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
7275,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7276,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
7277,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
7278,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
7279,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
7280,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
7281,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
7282,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
7283,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
7284,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
7285,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
7286,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
7287,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
7288,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
7289,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
7290,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
7291,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
7292,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7293,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
7294,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7295,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
7296,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
7297,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
7298,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7299,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7300,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
7301,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7302,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7303,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7304,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7305,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7306,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
7307,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
7308,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7309,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
7310,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7311,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7312,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7313,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7314,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
7315,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7316,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7317,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7318,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7319,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7320,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7321,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
7322,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
7323,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7324,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
7325,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7326,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7327,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
7328,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
7329,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7330,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
7331,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
7332,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
7333,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
7334,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
7335,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
7336,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
7337,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
7338,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
7339,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
7340,Water,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
7341,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
7342,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
7343,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
7344,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
7345,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
7346,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Forest
7347,Water,Water,Grassland,Water,Non_Wetland,Bareland,Shrubland,Water
7348,Water,Water,Grassland,Water,Non_Wetland,Bareland,Shrubland,Forest
7349,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
7350,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
7351,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
7352,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
7353,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
7354,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
7355,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
7356,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
7357,Water,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
7358,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
7359,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
7360,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
7361,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
7362,Water,Water,Grassland,Water,Non_Wetland,Bareland,Forest,Water
7363,Water,Water,Grassland,Water,Non_Wetland,Water,Shrubland,Forest
7364,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
7365,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
7366,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
7367,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
7368,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
7369,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
7370,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
7371,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Bareland
7372,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
7373,Water,Water,Grassland,Water,Non_Wetland,Water,Bareland,Forest
7374,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
7375,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
7376,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
7377,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7378,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
7379,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
7380,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
7381,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
7382,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7383,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7384,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7385,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7386,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7387,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7388,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7389,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7390,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7391,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7392,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7393,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7394,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
7395,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7396,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7397,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7398,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7399,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7400,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7401,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7402,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7403,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7404,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7405,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7406,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7407,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
7408,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7409,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7410,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7411,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7412,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7413,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7414,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7415,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7416,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7417,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7418,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7419,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7420,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7421,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7422,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7423,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7424,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7425,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7426,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
7427,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7428,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
7429,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7430,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
7431,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7432,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
