Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCP_M_R
10150,Forest,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
10151,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
10152,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
10153,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10154,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
10155,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
10156,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
10157,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
10158,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10159,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
10160,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10161,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10162,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10163,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10164,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
10165,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
10166,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
10167,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10168,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10169,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10170,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10171,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
10172,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10173,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
10174,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10175,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
10176,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10177,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10178,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10179,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10180,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10181,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10182,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Forest
10183,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
10184,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
10185,Forest,Cropland,Water,NULL,Water,Shrubland,Grassland,Water
10186,Forest,Cropland,Water,NULL,Water,Shrubland,Water,Water
10187,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
10188,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
10189,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
10190,Forest,Cropland,Water,NULL,Water,Grassland,Water,Grassland
10191,Forest,Cropland,Water,NULL,Water,Grassland,Water,Forest
10192,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
10193,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
10194,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
10195,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
10196,Forest,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
10197,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
10198,Forest,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
10199,Forest,Cropland,Water,NULL,Water,Water,Grassland,Water
10200,Forest,Cropland,Water,NULL,Water,Water,Wetland,Wetland
10201,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
10202,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
10203,Forest,Cropland,Water,NULL,Water,Water,Water,Water
10204,Forest,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
10205,Forest,Cropland,Water,Water,Water,Shrubland,NULL,Forest
10206,Forest,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
10207,Forest,Cropland,Water,Water,Water,Wetland,Grassland,Water
10208,Forest,Cropland,Water,Water,Water,Water,Wetland,Water
10209,Forest,Cropland,Water,Water,Water,Forest,Wetland,Forest
10210,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10211,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10212,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10213,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10214,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10215,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10216,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10217,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10218,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10219,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10220,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10221,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10222,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10223,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10224,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10225,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10226,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10227,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10228,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10229,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10230,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10231,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10232,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10233,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10234,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10235,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10236,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10237,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10238,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10239,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10240,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10241,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10242,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10243,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10244,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10245,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10246,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10247,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10248,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10249,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10250,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10251,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10252,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10253,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10254,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10255,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10256,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10257,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10258,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10259,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10260,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10261,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10262,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10263,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10264,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10265,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
10266,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10267,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10268,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
10269,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10270,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10271,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10272,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10273,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10274,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10275,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10276,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10277,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10278,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10279,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10280,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10281,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10282,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10283,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10284,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
10285,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10286,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10287,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10288,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10289,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10290,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
10291,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10292,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10293,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10294,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10295,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10296,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10297,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10298,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10299,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10300,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10301,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10302,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10303,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10304,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10305,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10306,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
10307,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10308,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10309,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10310,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
10311,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10312,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10313,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
10314,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10315,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10316,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
10317,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
10318,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10319,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10320,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10321,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10322,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10323,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10324,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10325,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10326,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10327,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10328,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10329,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10330,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10331,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10332,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10333,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10334,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10335,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10336,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10337,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10338,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
10339,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10340,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
10341,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
10342,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
10343,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
10344,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
10345,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10346,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Forest
10347,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
10348,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10349,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10350,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10351,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
10352,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
10353,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
10354,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10355,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10356,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10357,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
10358,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
10359,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10360,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10361,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10362,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10363,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
10364,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
10365,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10366,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10367,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10368,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10369,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
10370,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
10371,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
10372,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
10373,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
10374,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
10375,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
10376,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
10377,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
10378,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
10379,Forest,Wetland,Water,NULL,Water,Water,Water,Water
10380,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
10381,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
10382,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
10383,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
10384,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
10385,Forest,Wetland,Water,Water,Water,Water,Water,Water
10386,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10387,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10388,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10389,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10390,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10391,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10392,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10393,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10394,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10395,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10396,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10397,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10398,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10399,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10400,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10401,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10402,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10403,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
10404,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10405,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10406,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10407,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10408,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10409,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10410,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10411,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
10412,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10413,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10414,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10415,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10416,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10417,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10418,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10419,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10420,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10421,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10422,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10423,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10424,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10425,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10426,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10427,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10428,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10429,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10430,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10431,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10432,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
10433,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
10434,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10435,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10436,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10437,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10438,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10439,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
10440,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10441,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10442,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10443,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10444,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10445,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
10456,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10457,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10458,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10459,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10460,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10461,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10462,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10463,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10464,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
