Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWE_M_R
14513,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14514,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
14515,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14516,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
14517,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14518,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14519,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14520,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14521,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
14522,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14523,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14524,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14525,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14526,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14527,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14528,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
14529,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
14530,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14531,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14532,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14533,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
14534,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14535,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14536,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
14537,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14538,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14539,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14540,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14541,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14542,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14543,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
14544,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14545,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14546,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14547,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
14548,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
14549,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14550,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
14551,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
14552,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14553,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
14554,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14555,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
14556,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14557,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
14558,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
14559,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
14560,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
14561,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
14562,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
14563,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14564,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14565,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14566,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14567,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14568,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
14569,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
14570,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14571,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14572,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14573,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14574,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
14575,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14576,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
14577,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
14578,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14579,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
14580,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
14581,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
14582,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
14583,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14584,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
14585,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
14586,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
14587,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
14588,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
14589,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
14590,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
14591,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
14592,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
14593,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
14594,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14595,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14596,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
14597,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
14605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
14615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
14616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
14619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
14620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
14621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
14622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
14623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
14624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
14631,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14632,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14633,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14634,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
14635,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14636,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
14637,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14638,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
14639,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
14640,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14641,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14642,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14643,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
14644,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
14645,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
14646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
14647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
14648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
14649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
14650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
14651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
14652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
14653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
14654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
14656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
14657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
14658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
14659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
14660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
14661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
14662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
14663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
14664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
14665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
14666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
14667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
14668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
14669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
14670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
14676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
14680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
14681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
14682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
14683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
14684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
14688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
14689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
14691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
14692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
14693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
14694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
14695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
14696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
14697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
14699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
14700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
14701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
14702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
14703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
14704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
14705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
14706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
14711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
14713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
14714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
14716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
14717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
14718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
14719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
14720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
14721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
14722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
14723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
14730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
14731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
14733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
14734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
14736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14737,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
14738,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14739,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14740,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
14741,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14742,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
14743,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
14744,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
14745,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
14746,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14747,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
14748,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14749,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Water
14750,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
14751,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14752,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
14753,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
14754,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14755,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14756,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14757,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
14758,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
14759,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
14760,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
14761,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14762,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14763,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14764,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14765,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14766,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14767,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14768,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14769,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14770,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14771,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14772,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14773,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14774,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14775,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14776,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14777,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14778,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14779,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14780,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14781,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14782,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14783,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14784,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14785,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14786,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14787,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
14788,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14789,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14790,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14791,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14792,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14793,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14794,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14795,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14796,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14797,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14798,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14799,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
14800,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14801,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14802,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14803,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14804,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14805,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14806,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14807,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14808,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14809,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14810,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14811,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
14812,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
14813,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14814,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14815,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14816,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14817,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14818,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14819,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14820,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14821,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14822,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14823,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
14824,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
14825,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
