Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPU_M_R
14152,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14153,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14154,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14155,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14156,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
14157,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14158,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
14159,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14160,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
14161,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14162,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
14163,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
14164,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
14165,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
14166,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
14167,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
14168,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
14169,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
14170,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
14171,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
14172,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
14173,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Water
14174,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14175,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
14176,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14177,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14178,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
14179,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14180,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
14181,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
14182,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
14183,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14184,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14185,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
14186,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
14187,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
14188,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
14189,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
14190,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14191,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14192,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
14193,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
14194,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14195,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
14196,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
14197,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14198,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
14199,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
14200,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14201,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14202,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14203,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
14204,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
14205,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14206,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
14207,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14208,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
14209,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
14210,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
14211,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
14212,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
14213,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
14214,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
14215,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Water
14216,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Forest
14217,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
14218,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
14219,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
14220,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Wetland
14221,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
14222,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
14223,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
14224,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
14225,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14226,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
14227,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14228,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
14229,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
14230,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
14231,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
14232,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Water
14233,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
14234,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Forest
14235,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
14236,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14237,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
14238,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
14239,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
14240,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
14241,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
14242,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
14243,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
14244,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14245,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
14246,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
14247,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
14248,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
14249,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
14250,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
14251,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
14252,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
14253,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
14254,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
14255,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
14256,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
14257,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
14258,Water,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
14259,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
14260,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
14261,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
14262,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
14263,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
14264,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
14265,Water,Water,Shrubland,Water,Non_Wetland,NULL,Built-up,Forest
14266,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
14267,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
14268,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
14269,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
14270,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
14271,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
14272,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14273,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
14274,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
14275,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
14276,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
14277,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
14278,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
14279,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
14280,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
14281,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
14282,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
14283,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
14284,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
14285,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
14286,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
14287,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
14288,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
14289,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
14290,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
14291,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
14292,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
14293,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
14294,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
14295,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
14296,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
14297,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14298,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
14299,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
14300,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
14301,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
14302,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
14303,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
14304,Water,Water,Shrubland,Water,Non_Wetland,Built-up,NULL,Grassland
14305,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
14306,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
14307,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
14308,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
14309,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Water
14310,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14311,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
14312,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
14313,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
14314,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
14315,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
14316,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
14317,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
14318,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
14319,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
14320,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
14321,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Bareland
14322,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Water
14323,Water,Water,Shrubland,Water,Non_Wetland,Water,Built-up,Forest
14324,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14325,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14326,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
14327,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
14328,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
14329,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
14330,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
14331,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
14332,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
14333,Water,Water,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
14334,Water,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
14335,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
14336,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
14337,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
14338,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
14339,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
14340,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
14341,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
14342,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14343,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14344,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14345,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
14346,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14347,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14348,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14349,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14350,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
14351,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14352,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
14353,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
14354,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
14355,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14356,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
14357,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14358,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14359,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
14360,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
14361,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
14362,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
14363,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14364,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
14365,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14366,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14367,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14368,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14369,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14370,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
14371,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14372,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14373,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14374,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14375,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14376,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
14377,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14378,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14379,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14380,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
14381,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14382,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
14383,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
14384,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14385,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14386,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
14387,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
14388,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
14389,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
14390,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
14391,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
14392,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
14393,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
14394,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
14395,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
14396,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
14397,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
14398,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
14399,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
14400,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14401,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14402,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14403,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
14404,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14405,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14406,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
14407,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14408,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14409,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14410,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14411,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14412,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14413,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
14414,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
14415,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
14416,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14417,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
14418,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
14419,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
14420,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
14421,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
14422,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
14423,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
14424,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
14425,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
14426,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
14427,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
14428,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
14429,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
14430,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
14431,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
14432,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
14433,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
14434,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
14435,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
14436,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
14437,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
14438,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
14439,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
14440,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
14441,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
14442,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
14443,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
14444,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
14445,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
14446,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
14447,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
14448,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
14449,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
14450,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
14451,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
14452,Water,Water,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
14453,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
14454,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
14455,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
14456,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
14457,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14458,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
14459,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
14460,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
14461,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14462,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
14463,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
14464,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
14465,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
14466,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
14467,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14468,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
14469,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
14470,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
14471,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
14472,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14473,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
14474,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
14475,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14476,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
14477,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
14478,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
14479,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
14480,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Water
14481,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
14482,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
14483,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
14484,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
14485,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14486,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14487,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
14488,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14489,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
14490,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
14491,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Water
14492,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
14493,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14494,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14495,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
