Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVU_M_R
8046,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
8047,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
8048,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8049,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8050,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8051,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
8052,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
8053,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8054,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
8055,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
8056,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8057,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8058,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8059,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
8060,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
8061,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8062,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
8063,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
8064,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8065,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
8066,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
8068,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
8069,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8070,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
8071,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8072,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
8073,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8074,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8075,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8076,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8077,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8078,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
8079,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
8080,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8081,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
8082,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
8083,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
8084,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
8085,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8086,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8087,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
8088,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
8089,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
8090,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
8091,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8092,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
8093,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
8094,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
8095,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Wetland
8096,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
8097,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
8098,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
8099,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
8100,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Bareland
8101,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
8102,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
8103,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
8104,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8105,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8106,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8107,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8108,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
8109,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
8110,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
8111,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
8112,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
8113,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
8114,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
8115,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
8116,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
8117,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
8118,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
8119,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
8120,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8121,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8122,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8123,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8124,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8125,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
8126,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
8127,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Water
8128,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
8129,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8130,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
8131,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8132,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8133,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8134,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8135,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8136,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8137,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8138,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8139,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8140,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8141,Water,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8142,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8143,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8144,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8145,Water,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
8146,Water,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
8147,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8148,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
8149,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8150,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
8151,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
8152,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
8153,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
8154,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
8155,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
8156,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
8157,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
8158,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
8159,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
8160,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
8161,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
8162,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
8163,Water,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
8164,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
8165,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
8166,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8167,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
8168,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
8169,Water,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
8170,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
8171,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
8172,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8173,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8174,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8175,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8176,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8177,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8178,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8179,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8180,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
8181,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8182,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8183,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
8184,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
8185,Water,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
8186,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
8187,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
8188,Water,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
8189,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8190,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
8191,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
8192,Water,Forest,Wetland,Water,Wetland,Water,Grassland,Water
8193,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
8194,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
8195,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
8196,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
8197,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8198,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
8199,Water,Forest,Water,NULL,Water,Shrubland,Water,Wetland
8200,Water,Forest,Water,NULL,Water,Grassland,Shrubland,Forest
8201,Water,Forest,Water,NULL,Water,Grassland,Bareland,Forest
8202,Water,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
8203,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
8204,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
8205,Water,Forest,Water,NULL,Water,Water,Water,Wetland
8206,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
8207,Water,Forest,Water,Non_Water,Water,Water,NULL,Wetland
8208,Water,Forest,Water,Non_Water,Water,Water,Grassland,Wetland
8209,Water,Forest,Water,Non_Water,Water,Water,Grassland,Water
8210,Water,Forest,Water,Non_Water,Water,Water,Wetland,Water
8211,Water,Forest,Water,Non_Water,Water,Water,Water,Water
8212,Water,Forest,Water,Water,Water,Grassland,Water,Wetland
8213,Water,Forest,Water,Water,Water,Wetland,Grassland,Wetland
8214,Water,Forest,Water,Water,Water,Wetland,Grassland,Water
8215,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
8216,Water,Forest,Water,Water,Water,Wetland,Water,Water
8217,Water,Forest,Water,Water,Water,Water,Grassland,Wetland
8218,Water,Forest,Water,Water,Water,Water,Grassland,Water
8219,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
8220,Water,Forest,Water,Water,Water,Water,Wetland,Water
8221,Water,Forest,Water,Water,Water,Water,Water,Water
8222,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8223,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8224,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8225,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8226,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
8227,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8228,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8229,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8230,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
8231,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8232,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8233,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8234,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8235,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8236,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8237,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8238,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8239,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8240,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8241,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
8242,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8243,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8244,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
8245,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
8246,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
8247,Water,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
8248,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8249,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8250,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
8251,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8252,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8253,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8254,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8255,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8256,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8257,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8258,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8259,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8260,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8261,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8262,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8263,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8264,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8265,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8266,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8267,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
8268,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8269,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8270,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8271,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
8272,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8273,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8274,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8275,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8276,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8277,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8278,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8279,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8280,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8281,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8282,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8283,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8284,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8285,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
8286,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8287,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8288,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
8289,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8290,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8291,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8292,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8293,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8294,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8295,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8296,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8297,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8298,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8299,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8300,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8301,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8302,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8303,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8304,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8305,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8306,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8307,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8308,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8309,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
8310,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8311,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
8312,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
8313,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8314,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
8315,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8316,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8317,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8318,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8319,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8320,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8321,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8322,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8323,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8324,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8325,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
8326,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
8327,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8328,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8329,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8330,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8331,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8332,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8333,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8334,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8335,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8336,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8337,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
8338,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8339,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8340,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8341,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8342,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8343,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8344,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8345,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8346,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Wetland
8347,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8348,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
8349,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8350,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8351,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
8352,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8353,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
8354,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
8355,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
8356,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8357,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8358,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
8359,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8360,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8361,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
8362,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8363,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
8364,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8365,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
8366,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8367,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8368,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8369,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8370,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8371,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8372,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8373,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8374,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8375,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8376,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8377,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8378,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
8379,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8380,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8381,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8382,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8383,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8384,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8385,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8386,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8387,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8388,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8389,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
8390,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
8391,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
