Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUB_M_R
9294,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9295,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
9296,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9297,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9298,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9299,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
9300,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
9301,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9302,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
9303,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
9304,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
9305,Forest,Wetland,Water,NULL,Water,Shrubland,NULL,Wetland
9306,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
9307,Forest,Wetland,Water,NULL,Water,Shrubland,Grassland,Wetland
9308,Forest,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
9309,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
9310,Forest,Wetland,Water,NULL,Water,Grassland,NULL,Wetland
9311,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
9312,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
9313,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
9314,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
9315,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
9316,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
9317,Forest,Wetland,Water,NULL,Water,Wetland,NULL,Water
9318,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
9319,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
9320,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
9321,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
9322,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
9323,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
9324,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
9325,Forest,Wetland,Water,NULL,Water,Water,NULL,Wetland
9326,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
9327,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
9328,Forest,Wetland,Water,NULL,Water,Water,Grassland,Wetland
9329,Forest,Wetland,Water,NULL,Water,Water,Grassland,Water
9330,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
9331,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
9332,Forest,Wetland,Water,NULL,Water,Water,Water,Water
9333,Forest,Wetland,Water,NULL,Water,Forest,NULL,Wetland
9334,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
9335,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
9336,Forest,Wetland,Water,NULL,Water,Forest,Grassland,Forest
9337,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
9338,Forest,Wetland,Water,Non_Water,Water,Shrubland,NULL,Wetland
9339,Forest,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
9340,Forest,Wetland,Water,Non_Water,Water,Grassland,NULL,Water
9341,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
9342,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
9343,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
9344,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
9345,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
9346,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
9347,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
9348,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
9349,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
9350,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
9351,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
9352,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
9353,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
9354,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Wetland
9355,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Water
9356,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
9357,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
9358,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
9359,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
9360,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
9361,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
9362,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
9363,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
9364,Forest,Wetland,Water,Non_Water,Water,Forest,NULL,Wetland
9365,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
9366,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
9367,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
9368,Forest,Wetland,Water,Water,Water,Grassland,NULL,Wetland
9369,Forest,Wetland,Water,Water,Water,Grassland,NULL,Water
9370,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
9371,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
9372,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Forest
9373,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
9374,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
9375,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
9376,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
9377,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
9378,Forest,Wetland,Water,Water,Water,Grassland,Forest,Forest
9379,Forest,Wetland,Water,Water,Water,Wetland,NULL,Wetland
9380,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
9381,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
9382,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
9383,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
9384,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
9385,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
9386,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
9387,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
9388,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
9389,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
9390,Forest,Wetland,Water,Water,Water,Water,NULL,Wetland
9391,Forest,Wetland,Water,Water,Water,Water,NULL,Water
9392,Forest,Wetland,Water,Water,Water,Water,NULL,Forest
9393,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
9394,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
9395,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
9396,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
9397,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
9398,Forest,Wetland,Water,Water,Water,Water,Water,Water
9399,Forest,Wetland,Water,Water,Water,Water,Water,Forest
9400,Forest,Wetland,Water,Water,Water,Forest,NULL,Wetland
9401,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
9402,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9403,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9404,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9405,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9406,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9407,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9408,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9409,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9410,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9411,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9412,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9413,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9414,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
9415,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9416,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
9417,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9418,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9419,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9420,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9421,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9422,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9423,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9424,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9425,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
9426,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9427,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
9428,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9429,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9430,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9431,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9432,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9433,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9434,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9435,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9436,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9437,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9438,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9440,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9441,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9442,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
9443,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9444,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
9445,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9446,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9447,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
9448,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9449,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9450,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9451,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
9452,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9453,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9454,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9455,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9456,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
9457,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9458,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
9459,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Water
9460,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9461,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9462,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9463,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
9464,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
9465,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9466,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
9467,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9468,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9469,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9470,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9471,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9472,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9473,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9474,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9475,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9476,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
9477,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9478,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9479,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9480,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
9481,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9482,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9483,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9484,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
9485,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
9486,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9487,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9488,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9489,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9490,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9491,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9492,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9493,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9494,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9495,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
9496,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9497,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
9498,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9499,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9500,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
9501,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9502,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
9503,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
9504,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9505,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9506,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
9507,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9508,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9509,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9510,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
9511,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
9512,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9513,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
9514,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
9515,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9516,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
9517,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
9518,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
9519,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
9520,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
9521,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9522,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9523,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9524,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9525,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9526,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9527,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9528,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9529,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9530,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9531,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9532,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9533,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9534,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9535,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9536,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9537,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9538,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9539,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9540,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9541,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9542,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9543,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9544,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9545,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9546,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9547,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9548,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9549,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9550,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9551,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9552,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9553,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
9554,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9555,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9556,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9557,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9558,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9559,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9560,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9561,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9562,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9563,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9564,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9565,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9566,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9567,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9568,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9569,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9570,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9571,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9572,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9573,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9574,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9575,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9576,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9577,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9578,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9579,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9580,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
9581,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9582,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
9583,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9584,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9585,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
9586,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9587,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
9588,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
9589,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9590,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
9591,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9592,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9593,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9594,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9595,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9596,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9597,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9598,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9599,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9600,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9601,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9602,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9603,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9604,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9605,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9606,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9607,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
9608,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
9609,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9610,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
9611,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9612,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9613,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9614,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
9615,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9616,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9617,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9618,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9619,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9620,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9621,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9622,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9623,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9624,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9625,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9626,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9627,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9628,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9629,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9630,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
9631,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
9632,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
9633,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
9634,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9635,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
9636,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
