Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R
16857,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16858,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
16859,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
16860,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
16861,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
16862,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16863,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16864,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16865,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16866,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
16867,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
16868,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16869,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16870,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16871,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
16872,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
16873,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16874,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
16875,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
16876,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
16877,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16878,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
16879,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
16880,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16881,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16882,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
16883,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16884,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16885,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
16886,Forest,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
16887,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Water
16888,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
16889,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
16890,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
16891,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16892,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
16893,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
16894,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
16895,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
16896,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16897,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
16898,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
16899,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
16900,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Wetland
16901,Forest,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
16902,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
16903,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Built-up
16904,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16905,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
16906,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16907,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
16908,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
16909,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
16910,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
16911,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16912,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
16913,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
16914,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16915,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16916,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16917,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16918,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
16919,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
16920,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16921,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16922,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
16923,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
16924,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
16925,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16926,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16927,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
16928,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
16929,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16930,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
16931,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
16932,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
16933,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Wetland
16934,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
16935,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16936,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16937,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
16938,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
16939,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
16940,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16941,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16942,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
16943,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16944,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
16945,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16946,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
16947,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16948,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
16949,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
16950,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16951,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
16952,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
16953,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16954,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16955,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16956,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16957,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
16958,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16959,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
16960,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
16961,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
16962,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
16963,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
16964,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
16965,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
16966,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
16967,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
16968,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
16969,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
16970,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
16971,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
16972,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
16973,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
16974,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
16975,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
16976,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
16977,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
16978,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
16979,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
16980,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
16981,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
16982,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
16983,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
16984,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
16985,Forest,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16986,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16987,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16988,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16989,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16990,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16991,Forest,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16992,Forest,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16993,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16994,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16995,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16996,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16997,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16998,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
16999,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17000,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17001,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
17002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
17003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17004,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
17005,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
17006,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
17007,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
17008,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
17009,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
17010,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
17011,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
17012,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
17013,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
17014,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
17015,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
17016,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
17017,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
17018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
17019,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
17020,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Water
17021,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17022,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
17023,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
17024,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Built-up
17025,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
17026,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
17027,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
17028,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
17029,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
17030,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
17031,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
17032,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17033,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17034,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
17035,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
17036,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
17037,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
17038,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17039,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17040,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
17041,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17042,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
17043,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
17044,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17045,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
17046,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
17047,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
17048,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17049,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17050,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17051,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
17052,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
17053,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
17054,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
17055,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
17056,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
17057,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
17058,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
17059,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
17060,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
17061,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
17062,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
17063,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
17064,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
17065,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
17066,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
17067,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
17068,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
17069,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
17070,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
17071,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
17072,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
17073,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
17074,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
17075,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
17076,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
17077,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
17078,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
17079,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
17080,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
17081,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17082,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
17083,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
17084,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
17085,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
17086,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
17087,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17088,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17089,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17090,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
17091,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
17092,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17093,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
17094,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
17095,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17096,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
17097,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
17098,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17099,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
17100,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17101,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
17102,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
17103,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
17104,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
17105,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
17106,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
17107,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
17108,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Wetland
17109,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
17110,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
17111,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
17112,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
17113,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
17114,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
17115,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
17116,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
17117,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
17118,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
17119,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Water,Forest
17120,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
17121,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
17122,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
17123,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Wetland
17124,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
17125,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
17126,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
17127,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
17128,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
17129,Forest,Forest,NULL,NULL,Non_Wetland,Water,Built-up,Wetland
17130,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
17131,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
17132,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
17133,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
17134,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17135,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
17136,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
17137,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
17138,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
17139,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
17140,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
17141,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
17142,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
17143,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
17144,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
17145,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
17146,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Wetland
17147,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
17148,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
17149,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
17150,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
17151,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
17152,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
17153,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17154,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
17155,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
17156,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
17157,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
17158,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
17159,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17160,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
17161,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Bareland
17162,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
17163,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
17164,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
17165,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
17166,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
17167,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
17168,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
17169,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
17170,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
17171,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17172,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17173,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
17174,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
17175,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
17176,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17177,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17178,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
17179,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
17180,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
17181,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
17182,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
17183,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
17184,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
17185,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
17186,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
17187,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
17188,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
17189,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
17190,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
17191,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
17192,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
17193,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
17194,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
17195,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
17196,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
17197,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
17198,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
