Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPQ_M_R
8904,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8905,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
8906,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8907,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8908,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8909,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
8910,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8911,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8912,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
8913,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
8914,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
8915,Water,Wetland,NULL,NULL,Non_Wetland,Built-up,Water,Water
8916,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8917,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8918,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Water
8919,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
8920,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8921,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
8922,Water,Wetland,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
8923,Water,Wetland,NULL,NULL,Non_Wetland,Water,Built-up,Water
8924,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
8925,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Cropland
8926,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8927,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8928,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
8929,Water,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Water
8930,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Wetland
8931,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Water
8932,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8933,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Water
8934,Water,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8935,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8936,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8937,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8938,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8939,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8940,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
8941,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8942,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8943,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
8944,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8945,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8946,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8947,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
8948,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8949,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8950,Water,Wetland,NULL,Non_Water,Non_Wetland,Built-up,Water,Grassland
8951,Water,Wetland,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
8952,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8953,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
8954,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8955,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
8956,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8957,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8958,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
8959,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8960,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8961,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8962,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8963,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8964,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8965,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
8966,Water,Wetland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8967,Water,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
8968,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Grassland
8969,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
8970,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Water
8971,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Forest
8972,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8973,Water,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Water
8974,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
8975,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Grassland
8976,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Water
8977,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
8978,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
8979,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
8980,Water,Wetland,NULL,Water,Non_Wetland,Forest,Water,Water
8981,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8982,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8983,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8984,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8985,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8986,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8987,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8988,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8989,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
8990,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
8991,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
8992,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8993,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8994,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8995,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
8996,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8997,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8998,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8999,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9000,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9001,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9002,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9003,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9004,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9005,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9006,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9007,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9008,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9009,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9010,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9011,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9012,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9013,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9014,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
9015,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9016,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9017,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
9018,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9019,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9020,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9021,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9022,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
9023,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9024,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9025,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9026,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Water
9027,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9028,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9029,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
9030,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9031,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9032,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9033,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
9034,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
9035,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9036,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
9037,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9038,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9039,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
9040,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
9041,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9042,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9043,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
9044,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
9045,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9046,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9047,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
9048,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
9049,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
9050,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9051,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
9052,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
9053,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
9054,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
9055,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
9056,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
9057,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
9058,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
9059,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,Water,Water
9060,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9061,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
9062,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
9063,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
9064,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Water
9065,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
9066,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
9067,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9068,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
9069,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
9070,Water,Wetland,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
9071,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9072,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9073,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9074,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9075,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9076,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9077,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9078,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9079,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9080,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9081,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
9082,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9083,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9084,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
9085,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
9086,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9087,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
9088,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
9089,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9090,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
9091,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Water
9092,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9093,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9094,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9095,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9096,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9097,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
9098,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
9099,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
9100,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9101,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9102,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9103,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9104,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
9105,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9106,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
9107,Water,Wetland,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
9108,Water,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
9109,Water,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9110,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
9111,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9112,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Wetland
9113,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Water
9114,Water,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Forest
9115,Water,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9116,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9117,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9118,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9119,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9120,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9121,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
9122,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
9123,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
9124,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
9125,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
9126,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
9127,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
9128,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
9129,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
9130,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
9131,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
9132,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
9133,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Water
9134,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Bareland
9135,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
9136,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9137,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9138,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
9139,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
9140,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9141,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9142,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
9143,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
9144,Water,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
9145,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Grassland
9146,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9147,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9148,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
9149,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
9150,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9151,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
9152,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
9153,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9154,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9155,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9156,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
9157,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9158,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
9159,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
9160,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
9161,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9162,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9163,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9164,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
9165,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
9166,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9167,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9168,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9169,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9170,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
9171,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9172,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9173,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9174,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9175,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
9176,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9177,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9178,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
9179,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9180,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
9181,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
9182,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
9183,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
9184,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9185,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
9186,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
9187,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9188,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9189,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9190,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9191,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9192,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
9193,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9194,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9195,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9196,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
9197,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9198,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9199,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9200,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9201,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
9202,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9203,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9204,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
9205,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
9206,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
9207,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
9208,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
9209,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
9210,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
9211,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
9212,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Bareland
9213,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
9214,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
9215,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9216,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9217,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9218,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9219,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
9220,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
9221,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9222,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
9223,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
9224,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
9225,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
9226,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
9227,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Water
9228,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9229,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
9230,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
9231,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
9232,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
9233,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
9234,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
9235,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
9236,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
9237,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
9238,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9239,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9240,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9241,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
9242,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
9243,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
9244,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
9245,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Cropland
9246,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
9247,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
