,GSW_Yearly_2021,GLC_FCS30D_2022,GWL_FCS30D_2022,WorldCover_2021,ESRI_Annual_LULC_2024,meta,tile_id,ESA_CALU_2024
65,400,623,645,662,0,"{'SIBERIA_2024_ESA_CALU_2024_42WVA_M_R': 432, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WVA_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R': 623, 'SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R': 400, 'SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R': 645, 'SIBERIA_2024_WorldCover_2021_42WVA_M_R': 662}",42WVA,432.0
66,1358,2243,2260,2260,1790,"{'SIBERIA_2024_ESA_CALU_2024_42WWD_M_R': 1695, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R': 1790, 'SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R': 2243, 'SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R': 1358, 'SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R': 2260, 'SIBERIA_2024_WorldCover_2021_42WWD_M_R': 2260}",42WWD,1695.0
67,340,672,744,682,599,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R': 599, 'SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R': 672, 'SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R': 340, 'SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R': 744, 'SIBERIA_2024_WorldCover_2021_43VDG_M_R': 682}",43VDG,
68,538,834,752,0,702,"{'SIBERIA_2024_ESA_CALU_2024_41WPU_M_R': 672, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41WPU_M_R': 702, 'SIBERIA_2024_GLC_FCS30D_2022_41WPU_M_R': 834, 'SIBERIA_2024_GSW_Yearly_2021_41WPU_M_R': 538, 'SIBERIA_2024_GWL_FCS30D_2022_41WPU_M_R': 752, 'SIBERIA_2024_WorldCover_2021_41WPU_M_R': 0}",41WPU,672.0
69,788,1154,1244,1217,1047,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R': 1047, 'SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R': 1154, 'SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R': 788, 'SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R': 1244, 'SIBERIA_2024_WorldCover_2021_41WNQ_M_R': 1217}",41WNQ,
70,544,937,1009,952,846,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VDK_M_R': 846, 'SIBERIA_2024_GLC_FCS30D_2022_43VDK_M_R': 937, 'SIBERIA_2024_GSW_Yearly_2021_43VDK_M_R': 544, 'SIBERIA_2024_GWL_FCS30D_2022_43VDK_M_R': 1009, 'SIBERIA_2024_WorldCover_2021_43VDK_M_R': 952}",43VDK,
71,0,2,1,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41XNC_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_41XNC_M_R': 2, 'SIBERIA_2024_GSW_Yearly_2021_41XNC_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_41XNC_M_R': 1, 'SIBERIA_2024_WorldCover_2021_41XNC_M_R': 0}",41XNC,
72,290,525,584,558,475,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNM_M_R': 475, 'SIBERIA_2024_GLC_FCS30D_2022_41WNM_M_R': 525, 'SIBERIA_2024_GSW_Yearly_2021_41WNM_M_R': 290, 'SIBERIA_2024_GWL_FCS30D_2022_41WNM_M_R': 584, 'SIBERIA_2024_WorldCover_2021_41WNM_M_R': 558}",41WNM,
73,276,555,616,566,482,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEG_M_R': 482, 'SIBERIA_2024_GLC_FCS30D_2022_43VEG_M_R': 555, 'SIBERIA_2024_GSW_Yearly_2021_43VEG_M_R': 276, 'SIBERIA_2024_GWL_FCS30D_2022_43VEG_M_R': 616, 'SIBERIA_2024_WorldCover_2021_43VEG_M_R': 566}",43VEG,
74,1565,2610,2536,2767,2192,"{'SIBERIA_2024_ESA_CALU_2024_41WPT_M_R': 2177, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41WPT_M_R': 2192, 'SIBERIA_2024_GLC_FCS30D_2022_41WPT_M_R': 2610, 'SIBERIA_2024_GSW_Yearly_2021_41WPT_M_R': 1565, 'SIBERIA_2024_GWL_FCS30D_2022_41WPT_M_R': 2536, 'SIBERIA_2024_WorldCover_2021_41WPT_M_R': 2767}",41WPT,2177.0
75,400,670,732,672,584,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41VNL_M_R': 584, 'SIBERIA_2024_GLC_FCS30D_2022_41VNL_M_R': 670, 'SIBERIA_2024_GSW_Yearly_2021_41VNL_M_R': 400, 'SIBERIA_2024_GWL_FCS30D_2022_41VNL_M_R': 732, 'SIBERIA_2024_WorldCover_2021_41VNL_M_R': 672}",41VNL,
76,701,1136,1235,1165,1054,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VDH_M_R': 1054, 'SIBERIA_2024_GLC_FCS30D_2022_43VDH_M_R': 1136, 'SIBERIA_2024_GSW_Yearly_2021_43VDH_M_R': 701, 'SIBERIA_2024_GWL_FCS30D_2022_43VDH_M_R': 1235, 'SIBERIA_2024_WorldCover_2021_43VDH_M_R': 1165}",43VDH,
77,450,771,731,791,679,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42WXV_M_R': 679, 'SIBERIA_2024_GLC_FCS30D_2022_42WXV_M_R': 771, 'SIBERIA_2024_GSW_Yearly_2021_42WXV_M_R': 450, 'SIBERIA_2024_GWL_FCS30D_2022_42WXV_M_R': 731, 'SIBERIA_2024_WorldCover_2021_42WXV_M_R': 791}",42WXV,
78,688,1028,1133,1071,940,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNR_M_R': 940, 'SIBERIA_2024_GLC_FCS30D_2022_41WNR_M_R': 1028, 'SIBERIA_2024_GSW_Yearly_2021_41WNR_M_R': 688, 'SIBERIA_2024_GWL_FCS30D_2022_41WNR_M_R': 1133, 'SIBERIA_2024_WorldCover_2021_41WNR_M_R': 1071}",41WNR,
79,263,514,573,542,449,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFF_M_R': 449, 'SIBERIA_2024_GLC_FCS30D_2022_43VFF_M_R': 514, 'SIBERIA_2024_GSW_Yearly_2021_43VFF_M_R': 263, 'SIBERIA_2024_GWL_FCS30D_2022_43VFF_M_R': 573, 'SIBERIA_2024_WorldCover_2021_43VFF_M_R': 542}",43VFF,
80,327,566,619,577,487,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFG_M_R': 487, 'SIBERIA_2024_GLC_FCS30D_2022_43VFG_M_R': 566, 'SIBERIA_2024_GSW_Yearly_2021_43VFG_M_R': 327, 'SIBERIA_2024_GWL_FCS30D_2022_43VFG_M_R': 619, 'SIBERIA_2024_WorldCover_2021_43VFG_M_R': 577}",43VFG,
81,262,432,411,0,344,"{'SIBERIA_2024_ESA_CALU_2024_41XPA_M_R': 298, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41XPA_M_R': 344, 'SIBERIA_2024_GLC_FCS30D_2022_41XPA_M_R': 432, 'SIBERIA_2024_GSW_Yearly_2021_41XPA_M_R': 262, 'SIBERIA_2024_GWL_FCS30D_2022_41XPA_M_R': 411, 'SIBERIA_2024_WorldCover_2021_41XPA_M_R': 0}",41XPA,298.0
82,0,2,1,0,0,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_41XNA_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_41XNA_M_R': 2, 'SIBERIA_2024_GSW_Yearly_2021_41XNA_M_R': 0, 'SIBERIA_2024_GWL_FCS30D_2022_41XNA_M_R': 1, 'SIBERIA_2024_WorldCover_2021_41XNA_M_R': 0}",41XNA,
83,762,1249,1353,1272,1156,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R': 1156, 'SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R': 1249, 'SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R': 762, 'SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R': 1353, 'SIBERIA_2024_WorldCover_2021_43VDJ_M_R': 1272}",43VDJ,
84,327,530,511,529,0,"{'SIBERIA_2024_ESA_CALU_2024_42WVE_M_R': 395, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WVE_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R': 530, 'SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R': 327, 'SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R': 511, 'SIBERIA_2024_WorldCover_2021_42WVE_M_R': 529}",42WVE,395.0
85,1436,2315,2370,2442,1965,"{'SIBERIA_2024_ESA_CALU_2024_42WWB_M_R': 1632, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R': 1965, 'SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R': 2315, 'SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R': 1436, 'SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R': 2370, 'SIBERIA_2024_WorldCover_2021_42WWB_M_R': 2442}",42WWB,1632.0
86,589,965,1043,969,893,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R': 893, 'SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R': 965, 'SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R': 589, 'SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R': 1043, 'SIBERIA_2024_WorldCover_2021_43VFH_M_R': 969}",43VFH,
87,481,842,918,855,740,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42VWR_M_R': 740, 'SIBERIA_2024_GLC_FCS30D_2022_42VWR_M_R': 842, 'SIBERIA_2024_GSW_Yearly_2021_42VWR_M_R': 481, 'SIBERIA_2024_GWL_FCS30D_2022_42VWR_M_R': 918, 'SIBERIA_2024_WorldCover_2021_42VWR_M_R': 855}",42VWR,
88,606,882,862,957,0,"{'SIBERIA_2024_ESA_CALU_2024_42WVC_M_R': 784, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WVC_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42WVC_M_R': 882, 'SIBERIA_2024_GSW_Yearly_2021_42WVC_M_R': 606, 'SIBERIA_2024_GWL_FCS30D_2022_42WVC_M_R': 862, 'SIBERIA_2024_WorldCover_2021_42WVC_M_R': 957}",42WVC,784.0
89,669,1066,1146,1072,980,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEH_M_R': 980, 'SIBERIA_2024_GLC_FCS30D_2022_43VEH_M_R': 1066, 'SIBERIA_2024_GSW_Yearly_2021_43VEH_M_R': 669, 'SIBERIA_2024_GWL_FCS30D_2022_43VEH_M_R': 1146, 'SIBERIA_2024_WorldCover_2021_43VEH_M_R': 1072}",43VEH,
90,439,790,852,787,711,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFJ_M_R': 711, 'SIBERIA_2024_GLC_FCS30D_2022_43VFJ_M_R': 790, 'SIBERIA_2024_GSW_Yearly_2021_43VFJ_M_R': 439, 'SIBERIA_2024_GWL_FCS30D_2022_43VFJ_M_R': 852, 'SIBERIA_2024_WorldCover_2021_43VFJ_M_R': 787}",43VFJ,
91,564,963,1045,1003,877,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VDL_M_R': 877, 'SIBERIA_2024_GLC_FCS30D_2022_43VDL_M_R': 963, 'SIBERIA_2024_GSW_Yearly_2021_43VDL_M_R': 564, 'SIBERIA_2024_GWL_FCS30D_2022_43VDL_M_R': 1045, 'SIBERIA_2024_WorldCover_2021_43VDL_M_R': 1003}",43VDL,
92,400,606,649,628,516,"{'SIBERIA_2024_ESA_CALU_2024_41WNT_M_R': 0, 'SIBERIA_2024_ESRI_Annual_LULC_2024_41WNT_M_R': 516, 'SIBERIA_2024_GLC_FCS30D_2022_41WNT_M_R': 606, 'SIBERIA_2024_GSW_Yearly_2021_41WNT_M_R': 400, 'SIBERIA_2024_GWL_FCS30D_2022_41WNT_M_R': 649, 'SIBERIA_2024_WorldCover_2021_41WNT_M_R': 628}",41WNT,0.0
93,429,786,836,777,678,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VFK_M_R': 678, 'SIBERIA_2024_GLC_FCS30D_2022_43VFK_M_R': 786, 'SIBERIA_2024_GSW_Yearly_2021_43VFK_M_R': 429, 'SIBERIA_2024_GWL_FCS30D_2022_43VFK_M_R': 836, 'SIBERIA_2024_WorldCover_2021_43VFK_M_R': 777}",43VFK,
94,507,801,725,800,0,"{'SIBERIA_2024_ESA_CALU_2024_42WVD_M_R': 653, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WVD_M_R': 0, 'SIBERIA_2024_GLC_FCS30D_2022_42WVD_M_R': 801, 'SIBERIA_2024_GSW_Yearly_2021_42WVD_M_R': 507, 'SIBERIA_2024_GWL_FCS30D_2022_42WVD_M_R': 725, 'SIBERIA_2024_WorldCover_2021_42WVD_M_R': 800}",42WVD,653.0
95,1339,2381,2436,2441,1920,"{'SIBERIA_2024_ESA_CALU_2024_43WDP_M_R': 1537, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R': 1920, 'SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R': 2381, 'SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R': 1339, 'SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R': 2436, 'SIBERIA_2024_WorldCover_2021_43WDP_M_R': 2441}",43WDP,1537.0
96,275,519,581,553,448,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEF_M_R': 448, 'SIBERIA_2024_GLC_FCS30D_2022_43VEF_M_R': 519, 'SIBERIA_2024_GSW_Yearly_2021_43VEF_M_R': 275, 'SIBERIA_2024_GWL_FCS30D_2022_43VEF_M_R': 581, 'SIBERIA_2024_WorldCover_2021_43VEF_M_R': 553}",43VEF,
97,909,1500,1584,1584,1284,"{'SIBERIA_2024_ESA_CALU_2024_42WWA_M_R': 791, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R': 1284, 'SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R': 1500, 'SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R': 909, 'SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R': 1584, 'SIBERIA_2024_WorldCover_2021_42WWA_M_R': 1584}",42WWA,791.0
98,595,905,894,980,835,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWV_M_R': 835, 'SIBERIA_2024_GLC_FCS30D_2022_42WWV_M_R': 905, 'SIBERIA_2024_GSW_Yearly_2021_42WWV_M_R': 595, 'SIBERIA_2024_GWL_FCS30D_2022_42WWV_M_R': 894, 'SIBERIA_2024_WorldCover_2021_42WWV_M_R': 980}",42WWV,
99,533,845,770,843,639,"{'SIBERIA_2024_ESA_CALU_2024_42XWG_M_R': 285, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42XWG_M_R': 639, 'SIBERIA_2024_GLC_FCS30D_2022_42XWG_M_R': 845, 'SIBERIA_2024_GSW_Yearly_2021_42XWG_M_R': 533, 'SIBERIA_2024_GWL_FCS30D_2022_42XWG_M_R': 770, 'SIBERIA_2024_WorldCover_2021_42XWG_M_R': 843}",42XWG,285.0
100,1415,2366,2295,2408,1930,"{'SIBERIA_2024_ESA_CALU_2024_42WXC_M_R': 1585, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R': 1930, 'SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R': 2366, 'SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R': 1415, 'SIBERIA_2024_GWL_FCS30D_2022_42WXC_M_R': 2295, 'SIBERIA_2024_WorldCover_2021_42WXC_M_R': 2408}",42WXC,1585.0
101,436,784,856,809,688,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R': 688, 'SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R': 784, 'SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R': 436, 'SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R': 856, 'SIBERIA_2024_WorldCover_2021_42WWS_M_R': 809}",42WWS,
102,594,990,1068,990,891,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEJ_M_R': 891, 'SIBERIA_2024_GLC_FCS30D_2022_43VEJ_M_R': 990, 'SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R': 594, 'SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R': 1068, 'SIBERIA_2024_WorldCover_2021_43VEJ_M_R': 990}",43VEJ,
103,427,798,842,788,690,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VEK_M_R': 690, 'SIBERIA_2024_GLC_FCS30D_2022_43VEK_M_R': 798, 'SIBERIA_2024_GSW_Yearly_2021_43VEK_M_R': 427, 'SIBERIA_2024_GWL_FCS30D_2022_43VEK_M_R': 842, 'SIBERIA_2024_WorldCover_2021_43VEK_M_R': 788}",43VEK,
104,1826,2896,3072,3072,2421,"{'SIBERIA_2024_ESA_CALU_2024_42WWC_M_R': 2534, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WWC_M_R': 2421, 'SIBERIA_2024_GLC_FCS30D_2022_42WWC_M_R': 2896, 'SIBERIA_2024_GSW_Yearly_2021_42WWC_M_R': 1826, 'SIBERIA_2024_GWL_FCS30D_2022_42WWC_M_R': 3072, 'SIBERIA_2024_WorldCover_2021_42WWC_M_R': 3072}",42WWC,2534.0
105,1121,1844,1831,1855,1424,"{'SIBERIA_2024_ESA_CALU_2024_42XWF_M_R': 1442, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42XWF_M_R': 1424, 'SIBERIA_2024_GLC_FCS30D_2022_42XWF_M_R': 1844, 'SIBERIA_2024_GSW_Yearly_2021_42XWF_M_R': 1121, 'SIBERIA_2024_GWL_FCS30D_2022_42XWF_M_R': 1831, 'SIBERIA_2024_WorldCover_2021_42XWF_M_R': 1855}",42XWF,1442.0
106,579,912,985,969,818,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R': 818, 'SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R': 912, 'SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R': 579, 'SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R': 985, 'SIBERIA_2024_WorldCover_2021_43WDM_M_R': 969}",43WDM,
107,364,661,725,682,527,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43VCL_M_R': 527, 'SIBERIA_2024_GLC_FCS30D_2022_43VCL_M_R': 661, 'SIBERIA_2024_GSW_Yearly_2021_43VCL_M_R': 364, 'SIBERIA_2024_GWL_FCS30D_2022_43VCL_M_R': 725, 'SIBERIA_2024_WorldCover_2021_43VCL_M_R': 682}",43VCL,
108,492,817,869,843,714,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFM_M_R': 714, 'SIBERIA_2024_GLC_FCS30D_2022_43WFM_M_R': 817, 'SIBERIA_2024_GSW_Yearly_2021_43WFM_M_R': 492, 'SIBERIA_2024_GWL_FCS30D_2022_43WFM_M_R': 869, 'SIBERIA_2024_WorldCover_2021_43WFM_M_R': 843}",43WFM,
109,2500,4142,4281,4274,3566,"{'SIBERIA_2024_ESA_CALU_2024_43WEP_M_R': 3623, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R': 3566, 'SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R': 4142, 'SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R': 2500, 'SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R': 4281, 'SIBERIA_2024_WorldCover_2021_43WEP_M_R': 4274}",43WEP,3623.0
110,1345,2400,2223,2398,1916,"{'SIBERIA_2024_ESA_CALU_2024_42WXD_M_R': 1895, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42WXD_M_R': 1916, 'SIBERIA_2024_GLC_FCS30D_2022_42WXD_M_R': 2400, 'SIBERIA_2024_GSW_Yearly_2021_42WXD_M_R': 1345, 'SIBERIA_2024_GWL_FCS30D_2022_42WXD_M_R': 2223, 'SIBERIA_2024_WorldCover_2021_42WXD_M_R': 2398}",42WXD,1895.0
111,2007,3458,3577,3568,3003,"{'SIBERIA_2024_ESA_CALU_2024_43WFP_M_R': 2420, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R': 3003, 'SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R': 3458, 'SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R': 2007, 'SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R': 3577, 'SIBERIA_2024_WorldCover_2021_43WFP_M_R': 3568}",43WFP,2420.0
112,1015,1858,1946,1923,1617,"{'SIBERIA_2024_ESA_CALU_2024_43WFN_M_R': 915, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFN_M_R': 1617, 'SIBERIA_2024_GLC_FCS30D_2022_43WFN_M_R': 1858, 'SIBERIA_2024_GSW_Yearly_2021_43WFN_M_R': 1015, 'SIBERIA_2024_GWL_FCS30D_2022_43WFN_M_R': 1946, 'SIBERIA_2024_WorldCover_2021_43WFN_M_R': 1923}",43WFN,915.0
113,581,875,920,960,801,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_43WFS_M_R': 801, 'SIBERIA_2024_GLC_FCS30D_2022_43WFS_M_R': 875, 'SIBERIA_2024_GSW_Yearly_2021_43WFS_M_R': 581, 'SIBERIA_2024_GWL_FCS30D_2022_43WFS_M_R': 920, 'SIBERIA_2024_WorldCover_2021_43WFS_M_R': 960}",43WFS,
114,709,1348,1352,1378,1025,"{'SIBERIA_2024_ESA_CALU_2024_43WDQ_M_R': 518, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDQ_M_R': 1025, 'SIBERIA_2024_GLC_FCS30D_2022_43WDQ_M_R': 1348, 'SIBERIA_2024_GSW_Yearly_2021_43WDQ_M_R': 709, 'SIBERIA_2024_GWL_FCS30D_2022_43WDQ_M_R': 1352, 'SIBERIA_2024_WorldCover_2021_43WDQ_M_R': 1378}",43WDQ,518.0
115,260,504,565,529,443,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLL_M_R': 443, 'SIBERIA_2024_GLC_FCS30D_2022_44VLL_M_R': 504, 'SIBERIA_2024_GSW_Yearly_2021_44VLL_M_R': 260, 'SIBERIA_2024_GWL_FCS30D_2022_44VLL_M_R': 565, 'SIBERIA_2024_WorldCover_2021_44VLL_M_R': 529}",44VLL,
116,950,1727,1790,1772,1430,"{'SIBERIA_2024_ESA_CALU_2024_43WDN_M_R': 774, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WDN_M_R': 1430, 'SIBERIA_2024_GLC_FCS30D_2022_43WDN_M_R': 1727, 'SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R': 950, 'SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R': 1790, 'SIBERIA_2024_WorldCover_2021_43WDN_M_R': 1772}",43WDN,774.0
117,1127,1842,1734,1848,1461,"{'SIBERIA_2024_ESA_CALU_2024_42XXF_M_R': 1346, 'SIBERIA_2024_ESRI_Annual_LULC_2024_42XXF_M_R': 1461, 'SIBERIA_2024_GLC_FCS30D_2022_42XXF_M_R': 1842, 'SIBERIA_2024_GSW_Yearly_2021_42XXF_M_R': 1127, 'SIBERIA_2024_GWL_FCS30D_2022_42XXF_M_R': 1734, 'SIBERIA_2024_WorldCover_2021_42XXF_M_R': 1848}",42XXF,1346.0
118,373,637,694,648,567,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLM_M_R': 567, 'SIBERIA_2024_GLC_FCS30D_2022_44VLM_M_R': 637, 'SIBERIA_2024_GSW_Yearly_2021_44VLM_M_R': 373, 'SIBERIA_2024_GWL_FCS30D_2022_44VLM_M_R': 694, 'SIBERIA_2024_WorldCover_2021_44VLM_M_R': 648}",44VLM,
119,479,820,893,824,763,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLN_M_R': 763, 'SIBERIA_2024_GLC_FCS30D_2022_44VLN_M_R': 820, 'SIBERIA_2024_GSW_Yearly_2021_44VLN_M_R': 479, 'SIBERIA_2024_GWL_FCS30D_2022_44VLN_M_R': 893, 'SIBERIA_2024_WorldCover_2021_44VLN_M_R': 824}",44VLN,
120,447,795,858,796,719,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLP_M_R': 719, 'SIBERIA_2024_GLC_FCS30D_2022_44VLP_M_R': 795, 'SIBERIA_2024_GSW_Yearly_2021_44VLP_M_R': 447, 'SIBERIA_2024_GWL_FCS30D_2022_44VLP_M_R': 858, 'SIBERIA_2024_WorldCover_2021_44VLP_M_R': 796}",44VLP,
121,437,791,844,783,692,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VLQ_M_R': 692, 'SIBERIA_2024_GLC_FCS30D_2022_44VLQ_M_R': 791, 'SIBERIA_2024_GSW_Yearly_2021_44VLQ_M_R': 437, 'SIBERIA_2024_GWL_FCS30D_2022_44VLQ_M_R': 844, 'SIBERIA_2024_WorldCover_2021_44VLQ_M_R': 783}",44VLQ,
122,379,631,703,645,570,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VML_M_R': 570, 'SIBERIA_2024_GLC_FCS30D_2022_44VML_M_R': 631, 'SIBERIA_2024_GSW_Yearly_2021_44VML_M_R': 379, 'SIBERIA_2024_GWL_FCS30D_2022_44VML_M_R': 703, 'SIBERIA_2024_WorldCover_2021_44VML_M_R': 645}",44VML,
123,760,1214,1130,1213,966,"{'SIBERIA_2024_ESA_CALU_2024_43WEV_M_R': 613, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEV_M_R': 966, 'SIBERIA_2024_GLC_FCS30D_2022_43WEV_M_R': 1214, 'SIBERIA_2024_GSW_Yearly_2021_43WEV_M_R': 760, 'SIBERIA_2024_GWL_FCS30D_2022_43WEV_M_R': 1130, 'SIBERIA_2024_WorldCover_2021_43WEV_M_R': 1213}",43WEV,613.0
124,357,651,726,662,580,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VMM_M_R': 580, 'SIBERIA_2024_GLC_FCS30D_2022_44VMM_M_R': 651, 'SIBERIA_2024_GSW_Yearly_2021_44VMM_M_R': 357, 'SIBERIA_2024_GWL_FCS30D_2022_44VMM_M_R': 726, 'SIBERIA_2024_WorldCover_2021_44VMM_M_R': 662}",44VMM,
125,1456,2562,2674,2649,2183,"{'SIBERIA_2024_ESA_CALU_2024_43WEN_M_R': 1806, 'SIBERIA_2024_ESRI_Annual_LULC_2024_43WEN_M_R': 2183, 'SIBERIA_2024_GLC_FCS30D_2022_43WEN_M_R': 2562, 'SIBERIA_2024_GSW_Yearly_2021_43WEN_M_R': 1456, 'SIBERIA_2024_GWL_FCS30D_2022_43WEN_M_R': 2674, 'SIBERIA_2024_WorldCover_2021_43WEN_M_R': 2649}",43WEN,1806.0
126,484,844,917,846,746,"{'SIBERIA_2024_ESRI_Annual_LULC_2024_44VMQ_M_R': 746, 'SIBERIA_2024_GLC_FCS30D_2022_44VMQ_M_R': 844, 'SIBERIA_2024_GSW_Yearly_2021_44VMQ_M_R': 484, 'SIBERIA_2024_GWL_FCS30D_2022_44VMQ_M_R': 917, 'SIBERIA_2024_WorldCover_2021_44VMQ_M_R': 846}",44VMQ,
